5350460.02,3030,125,250,135,260
5350470,2420,80,160,155,420
5350471,2750,140,225,210,260
5350472,5300,240,455,350,375
5350473.01,4915,260,510,330,220
5350473.02,5535,380,505,375,375
5350473.03,3095,145,360,215,305
5350474,4470,350,405,240,455
5350475,4865,240,250,300,495
5350480.01,3215,115,200,300,350
5350480.02,6100,295,545,570,375
5350481.01,3945,255,335,275,260
5350481.02,3860,285,260,355,365
5350482,5205,205,470,405,555
5350483.01,4120,225,365,250,225
5350483.02,2135,85,150,160,280
5350484.01,3280,70,250,85,340
5350484.02,4895,300,455,400,350
5350485.01,4795,230,450,300,215
5350485.02,5160,260,315,430,365
5350500.01,3010,130,325,215,260
5350500.02,4155,145,490,310,455
5350501.01,4975,205,430,300,315
5350501.02,5915,320,665,385,465
5350502.01,4665,280,625,225,360
5350502.02,2025,100,215,110,170
5350503,4320,295,625,295,370
5350504,2860,110,350,180,155
5350505.01,3940,215,430,235,250
5350505.02,4655,205,575,380,215
5350506,2150,105,200,155,170
5350507,3030,125,260,175,240
5350508,2770,115,265,165,225
5350509.01,4380,220,385,265,355
5350509.02,2665,75,250,120,185
5350510,4770,160,465,345,315
5350511.01,4075,280,575,400,515
5350511.02,3915,265,510,310,340
5350512,5510,420,615,505,540
5350513.01,5865,330,595,330,350
5350513.02,5385,515,625,415,530
5350513.03,2500,245,395,160,200
5350513.04,3275,135,310,295,330
5350514.01,1985,140,170,55,130
5350514.02,4420,350,585,400,425
5350515.01,3805,240,405,185,310
5350515.02,2910,120,410,150,180
5350516.01,4605,230,545,320,280
5350516.02,3915,290,580,220,255
5350516.03,4790,280,465,320,335
5350516.04,5135,285,615,315,435
5350516.05,5150,325,605,385,310
5350516.06,3950,290,445,220,235
5350516.08,4985,395,680,320,450
5350516.09,6010,295,660,420,395
5350516.11,4000,245,325,300,335
5350516.16,4485,215,460,320,300
5350516.17,2845,100,345,195,215
5350516.18,3175,160,485,205,165
5350516.2,5160,325,675,415,425
5350516.21,2535,195,350,210,140
5350516.22,5465,395,720,325,360
5350516.23,4750,440,590,350,305
5350516.24,3560,155,555,390,250
5350516.25,3330,175,420,205,290
5350516.26,5850,390,820,435,430
5350516.28,3855,305,475,305,300
5350516.29,3855,355,565,265,330
5350516.3,4950,330,705,405,430
5350516.31,2465,135,300,140,180
5350516.32,3905,365,345,250,260
5350516.37,4705,390,575,305,345
5350516.38,4840,360,655,330,360
5350516.39,3890,300,470,230,285
5350516.4,4630,375,620,370,245
5350516.41,3975,390,530,260,290
5350516.42,6380,595,910,435,430
5350516.43,3565,400,460,270,300
5350516.44,3850,280,530,290,310
5350516.45,8710,845,1125,675,565
5350516.46,5490,450,710,445,365
5350516.47,3740,345,465,245,230
5350517,1390,75,95,90,115
5350518,3565,335,510,250,350
5350519,3300,240,395,195,235
5350520.01,4545,365,615,300,450
5350520.02,5720,400,810,475,435
5350520.05,3140,175,285,235,330
5350520.07,3860,285,530,285,375
5350520.08,5365,400,540,325,490
5350520.09,5485,390,600,365,430
5350520.1,7765,625,1135,390,585
5350521.01,4705,290,605,390,395
5350521.02,3315,210,335,235,240
5350521.03,4215,315,675,285,385
5350521.04,5165,420,745,270,345
5350521.05,3605,225,330,280,340
5350521.06,4175,290,465,270,455
5350522,5085,270,470,260,555
5350523,5075,345,435,300,440
5350524.01,3995,260,440,380,375
5350524.02,3180,130,330,150,245
5350525.01,2800,225,310,330,235
5350525.02,3735,325,400,265,360
5350526.01,4880,445,545,350,430
5350526.02,2765,200,290,185,270
5350527.01,6325,370,750,385,420
5350527.02,4410,230,450,260,370
5350527.03,5975,260,725,550,465
5350527.04,5010,340,530,270,270
5350527.05,5080,205,530,260,430
5350527.06,3675,195,460,145,340
5350527.07,4210,195,475,380,330
5350527.08,3815,260,345,310,305
5350527.09,3105,195,470,255,205
5350528.01,4470,325,605,310,425
5350528.02,6640,535,980,475,580
5350528.1,7280,580,1025,515,700
5350528.11,4875,270,810,255,345
5350528.12,5165,480,760,335,345
5350528.13,2860,170,355,215,255
5350528.15,3545,330,505,270,270
5350528.16,4330,410,605,315,410
5350528.18,5760,410,900,395,470
5350528.19,4690,295,690,320,415
5350528.2,5105,310,600,400,410
5350528.21,3445,290,430,295,320
5350528.22,5415,520,665,445,535
5350528.24,4700,300,585,415,480
5350528.25,6260,515,730,445,385
5350528.26,3820,290,490,355,450
5350528.31,5250,410,690,310,515
5350528.32,3385,235,560,175,290
5350528.33,5490,410,820,470,370
5350528.34,4915,470,670,260,305
5350528.35,2465,225,400,140,165
5350528.36,6685,580,1090,520,810
5350528.37,5075,370,520,315,315
5350528.39,5045,390,450,285,280
5350528.4,4680,385,585,245,345
5350528.41,5925,490,845,495,375
